競技番号,競技性別,競技名,世界記録,日本記録,大会記録,年齢区分,順位,リレー泳順,氏名,所属,水路,リレー時間,個人時間,リレー合計年齢,飛込タイム,LAPタイム
No.1,女子,100m個人メドレー,1:38.45,1:36.03,2:05.42,80～84歳,1,,久保美紀枝,セ・流山,1/3,,2:28.70,,1.07,33.91|1:10.46|1:54.22
No.5,女子,25m自由形,,12.84,14.02,50～54歳,18,,久保洋子,セ・流山,3/3,,27.35,,0.90,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,1,,佐々木彩,セ・成城,20/9,,14.11,,0.68,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,2,,坂本,Ｇ－ＳＰＡ,18/9,,14.74,,0.73,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,3,,櫻井理恵子,セ・袖ケ浦,19/9,,14.88,,0.75,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,4,,四井美穂,セ・天王洲,18/5,,15.17,,0.82,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,5,,バーンズ智絵,セ・松戸,19/2,,15.26,,0.80,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,6,,関根順子,クリーンスパ,18/4,,15.38,,0.74,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,7,,高橋真美,セ・清瀬,18/3,,15.45,,0.73,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,8,,駒橋真由美,セ・新川崎,15/8,,15.79,,0.84,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,9,,吉池奈々,セ・二俣川,17/2,,16.14,,0.65,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,10,,清水佳苗,曽谷・セ,16/4,,16.16,,0.81,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,11,,貞廣瑠美子,セ・上池袋,16/1,,16.69,,0.96,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,12,,町田麻里,セ・南千住,15/2,,17.15,,0.78,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,13,,成重夏紀,セ・藤沢,9/9,,18.90,,0.91,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,14,,大野祐子,CS南行徳,10/5,,19.74,,0.75,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,15,,山田裕美,セ・稲毛海岸,11/10,,20.48,,1.09,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,16,,斉藤靖子,セ・目黒,7/7,,21.96,,1.12,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,17,,星郁恵,セ・南千住,9/10,,22.34,,0.92,
No.5,女子,25m自由形,,12.58,13.64,45～49歳,18,,須志原直子,曽谷・セ,5/9,,22.48,,1.15,
No.5,女子,25m自由形,,12.25,13.48,40～44歳,1,,宮本八重,セ・慶應日吉,20/4,,13.86,,0.72,
No.5,女子,25m自由形,,12.25,13.48,40～44歳,2,,池田良子,セ・蒲田,19/1,,15.65,,0.71,
No.5,女子,25m自由形,,12.25,13.48,40～44歳,3,,中辻澄美,セ・天王洲,16/7,,16.56,,0.76,
No.5,女子,25m自由形,,12.25,13.48,40～44歳,4,,石川彩,セ・成瀬,10/1,,19.34,,1.24,
No.5,女子,25m自由形,,12.13,13.06,35～39歳,1,,川端彩加,セ・久喜,20/5,,13.10,,0.75,
No.5,女子,25m自由形,,12.13,13.06,35～39歳,2,,小林貴美代,セ・稲毛海岸,20/10,,14.56,,0.76,
No.5,女子,25m自由形,,12.13,13.06,35～39歳,3,,後藤元美,セ・天王洲,15/9,,17.08,,0.79,
No.5,女子,25m自由形,,11.97,13.18,30～34歳,1,,豊島葉子,セ・袖ケ浦,20/6,,13.30,,0.64,
No.5,女子,25m自由形,,11.97,13.18,30～34歳,2,,髙橋未沙,セ・おおたか,15/1,,16.12,,0.83,
No.5,女子,25m自由形,,11.97,13.18,30～34歳,3,,岡澤美咲,セ・茂原,14/10,,17.06,,0.81,
No.5,女子,25m自由形,,11.97,13.18,30～34歳,4,,古賀量子,セ・大森,7/1,,18.16,,1.03,
No.5,女子,25m自由形,,11.97,13.18,30～34歳,5,,熊谷紗友梨,セ・Ｓ湘南台,13/2,,19.46,,0.86,
No.5,女子,25m自由形,,11.97,13.18,30～34歳,6,,大井麻莉,セ・新都心,3/2,,20.58,,1.25,
No.5,女子,25m自由形,,11.96,12.99,25～29歳,1,,宮田さくら,セ・成城,18/7,,14.52,,0.73,
No.5,女子,25m自由形,,11.96,12.99,25～29歳,2,,村岡礼奈,セ・桶川北本,18/10,,16.15,,0.70,
No.5,女子,25m自由形,,11.96,12.99,25～29歳,3,,小澤こはる,セ・二俣川,7/10,,19.64,,0.84,
No.5,女子,25m自由形,,11.91,12.85,18～24歳,1,,岩城心美,セ・武蔵小杉,20/8,,12.93,,0.62,
No.5,女子,25m自由形,,11.91,12.85,18～24歳,2,,高橋紗良,セ・長津田,20/3,,13.59,,0.72,
No.5,女子,25m自由形,,11.91,12.85,18～24歳,3,,岡田星理,セ・谷津,20/7,,13.65,,0.69,
No.5,女子,25m自由形,,11.91,12.85,18～24歳,4,,星野真美,セ・志木,19/10,,14.74,,0.63,
No.5,女子,25m自由形,,11.91,12.85,18～24歳,5,,野口奈旺子,セ・葛西,19/5,,14.87,,0.79,
No.5,女子,25m自由形,,11.91,12.85,18～24歳,6,,松本彩花,セ・二俣川,20/2,,15.32,,0.70,
No.5,女子,25m自由形,,11.91,12.85,18～24歳,7,,前田花也野,セ・柏,15/10,,15.71,,0.81,
No.6,男子,25m自由形,,17.39,23.32,90～94歳,1,,椎橋正守,セ・横浜,1/5,,21.76,,0.99,
No.6,男子,25m自由形,,17.39,23.32,90～94歳,2,,椎野正敏,セ・越谷,2/3,,24.71,,1.12,
No.6,男子,25m自由形,,15.25,17.63,85～89歳,1,,吉田征一郎,セ・高崎,6/8,,18.91,,1.11,
No.6,男子,25m自由形,,15.25,17.63,85～89歳,2,,井上隆史,セ・市ヶ尾,5/9,,19.85,,0.86,
No.6,男子,25m自由形,,14.30,16.09,80～84歳,1,,中村欣正,セ・流山,6/9,,18.71,,0.79,
No.6,男子,25m自由形,,14.30,16.09,80～84歳,2,,小田稔,セ・慶應日吉,3/1,,20.61,,1.07,
No.6,男子,25m自由形,,14.30,16.09,80～84歳,3,,保谷,Ｇ－ＳＰＡ,2/7,,21.60,,0.84,
No.6,男子,25m自由形,,14.30,16.09,80～84歳,4,,増山晶一,セ・下北沢,1/7,,22.66,,1.05,
No.6,男子,25m自由形,,13.32,13.49,75～79歳,1,,西村弘一,セ・新浦安,8/2,,16.53,,1.01,
No.6,男子,25m自由形,,13.32,13.49,75～79歳,2,,萩原誠一,セ・袖ケ浦,4/4,,16.89,,1.06,
No.6,男子,25m自由形,,13.32,13.49,75～79歳,3,,嶋﨑昭夫,セ・西東京,4/6,,16.99,,0.90,
No.6,男子,25m自由形,,13.32,13.49,75～79歳,4,,丸喜章,セ・茂原,6/4,,17.83,,0.76,
No.6,男子,25m自由形,,13.32,13.49,75～79歳,5,,柿崎博幸,セ・松戸,4/7,,18.22,,0.94,
No.6,男子,25m自由形,,13.32,13.49,75～79歳,6,,御手洗康美,セ・大森,4/5,,18.36,,0.83,
No.6,男子,25m自由形,,13.32,13.49,75～79歳,7,,大内洋,セ・葛西,3/6,,19.31,,0.83,
No.6,男子,25m自由形,,13.32,13.49,75～79歳,8,,土屋久司,セ・西東京,2/6,,20.94,,0.91,
No.6,男子,25m自由形,,13.32,13.49,75～79歳,9,,太田与洋,セ・新浦安,3/4,,21.48,,1.02,
No.6,男子,25m自由形,,13.32,13.49,75～79歳,10,,泉保央,セ・慶應日吉,2/5,,21.90,,,
No.6,男子,25m自由形,,13.32,13.49,75～79歳,11,,手塚満,セ・おおたか,1/3,,23.30,,0.78,
No.6,男子,25m自由形,,13.32,13.49,75～79歳,12,,縫田駿一,セ・おおたか,1/6,,23.31,,,
No.6,男子,25m自由形,,13.32,13.49,75～79歳,13,,小野田義人,セ・自由が丘,2/4,,23.36,,1.35,
No.6,男子,25m自由形,,12.65,12.97,70～74歳,1,,亀田一麿,セ・東戸塚,9/5,,14.85,,0.81,
No.6,男子,25m自由形,,12.65,12.97,70～74歳,2,,大倉健志,セ・流山,7/1,,16.43,,0.94,
No.6,男子,25m自由形,,12.65,12.97,70～74歳,3,,畑山圭司,セ・南宇都宮,8/1,,16.88,,0.90,
No.6,男子,25m自由形,,12.65,12.97,70～74歳,4,,中村雄一,Ｇ－ＳＰＡ,5/2,,18.00,,0.86,
No.6,男子,25m自由形,,12.65,12.97,70～74歳,5,,橋本亘,セ・おおたか,6/2,,18.56,,0.89,
No.6,男子,25m自由形,,12.65,12.97,70～74歳,6,,森下善夫,セ・大宮宮原,3/7,,19.17,,0.93,
No.6,男子,25m自由形,,12.65,12.97,70～74歳,7,,松下達一,セ・西新井,6/10,,19.69,,0.99,
No.6,男子,25m自由形,,12.65,12.97,70～74歳,8,,大久保美伸,セ・松戸,3/8,,20.47,,1.00,
No.6,男子,25m自由形,,12.65,12.97,70～74歳,9,,若山,Ｇ－ＳＰＡ,3/10,,21.34,,0.93,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,1,,冨松実,セ・二俣川,11/5,,13.63,,0.67,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,2,,岩田寛,セ・慶應日吉,10/5,,14.27,,0.87,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,3,,五十嵐洋,セ・おおたか,10/6,,14.86,,0.70,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,4,,横浜健,セ・南青山,9/9,,15.24,,0.71,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,5,,二宮次郎,セ・南宇都宮,8/9,,15.93,,0.68,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,6,,山中一男,セ・阿佐谷,7/2,,16.36,,0.72,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,7,,松浦彰,セ・新浦安,4/3,,16.69,,0.99,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,8,,橋本政明,セ・志木,5/7,,17.01,,0.81,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,9,,八木下洋一,セ・自由が丘,7/3,,17.07,,1.05,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,10,,菅谷新吾,セ・南青山,7/8,,17.16,,0.93,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,11,,長野守,セ・慶應日吉,5/3,,17.25,,0.77,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,12,,藤原雄一郎,セ・大森,6/3,,17.78,,0.76,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,13,,岡部浩次,セ・上池袋,5/1,,18.05,,0.90,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,14,,鈴木篤,セ・おおたか,3/2,,19.45,,0.84,
No.6,男子,25m自由形,,11.57,12.63,65～69歳,15,,岩崎純,セ・平塚,3/5,,26.94,,1.01,
No.6,男子,25m自由形,,11.89,12.14,60～64歳,1,,安田洋一郎,セ・八千代台,11/3,,13.91,,0.82,
No.6,男子,25m自由形,,11.89,12.14,60～64歳,2,,井戸川隆,セ・久喜,11/6,,14.26,,0.95,
No.6,男子,25m自由形,,11.89,12.14,60～64歳,3,,田中基幹,セ・流山,8/6,,14.89,,0.84,
No.6,男子,25m自由形,,11.89,12.14,60～64歳,4,,松下尚之,セ・流山,8/5,,15.44,,0.95,
No.6,男子,25m自由形,,11.89,12.14,60～64歳,5,,丸山恵太,セ・西新井,7/7,,15.83,,0.85,
No.6,男子,25m自由形,,11.89,12.14,60～64歳,6,,佐野裕之,セ・武蔵小杉,5/5,,16.53,,0.79,
No.6,男子,25m自由形,,11.89,12.14,60～64歳,7,,後藤潤,セ・成城,6/5,,16.84,,0.75,
No.6,男子,25m自由形,,11.89,12.14,60～64歳,8,,安藤靖,セ・南青山,6/7,,17.61,,0.80,
No.6,男子,25m自由形,,11.89,12.14,60～64歳,9,,綱島和仁,セ・大森,5/8,,18.05,,0.80,
No.6,男子,25m自由形,,11.89,12.14,60～64歳,10,,半澤繁,セ・清瀬,5/6,,19.00,,0.90,
No.6,男子,25m自由形,,11.89,12.14,60～64歳,11,,具島春彦,セ・大森,3/9,,24.20,,1.07,
No.6,男子,25m自由形,,11.53,12.20,55～59歳,1,,山田隆弘,セ・市川,12/9,,13.50,,0.72,
No.6,男子,25m自由形,,11.53,12.20,55～59歳,2,,青木健二,セ・蒲田,12/8,,13.67,,0.70,
No.6,男子,25m自由形,,11.53,12.20,55～59歳,3,,門倉孝行,セ・慶應日吉,9/7,,13.80,,0.73,
No.6,男子,25m自由形,,11.53,12.20,55～59歳,4,,兵藤鋭雄,セ・目黒,11/8,,13.88,,0.71,
No.6,男子,25m自由形,,11.53,12.20,55～59歳,5,,加藤寿起,セ・袖ケ浦,11/4,,14.12,,0.74,
No.6,男子,25m自由形,,11.53,12.20,55～59歳,6,,久保田信利,ザバス八景,9/4,,14.72,,0.82,
No.6,男子,25m自由形,,11.53,12.20,55～59歳,7,,高梨繁,ザバス川崎,8/4,,15.77,,0.70,
No.6,男子,25m自由形,,11.53,12.20,55～59歳,8,,日暮正明,セ・天王洲,7/4,,16.43,,0.91,
No.6,男子,25m自由形,,11.53,12.20,55～59歳,9,,福田義晴,セ・市川,7/5,,17.38,,0.94,
No.6,男子,25m自由形,,11.53,12.20,55～59歳,10,,池上功,セ・亀有,5/4,,18.27,,0.73,
No.6,男子,25m自由形,,11.53,12.20,55～59歳,11,,珠数拓也,セ・新浦安,4/8,,18.97,,0.80,
No.6,男子,25m自由形,,11.53,12.20,55～59歳,12,,冨澤正明,セ・青砥,1/4,,27.11,,1.12,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,1,,大村俊文,セ・二俣川,15/2,,11.70,,0.69,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,2,,佐藤靖嗣,セ・新浦安,14/5,,11.94,,0.65,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,3,,石井龍,セ・成城,14/4,,12.72,,0.71,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,4,,松崎敏明,セ・慶應日吉,12/5,,13.10,,0.74,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,5,,佐々木茂倫,セ・流山,14/1,,13.32,,0.64,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,6,,磯貝知弘,セ・柏,13/5,,13.45,,0.77,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,7,,中村良樹,セ・武蔵小杉,11/7,,13.49,,0.78,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,7,,足立晃,セ・新川崎,13/2,,13.49,,0.70,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,9,,添田邦彦,セ・八王子,10/3,,13.64,,0.83,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,10,,新井田將司,セ・トレッサ,13/9,,13.73,,0.70,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,11,,前田光輝,セ・おおたか,8/7,,13.82,,0.70,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,12,,清田真人,セ・大宮宮原,9/8,,13.87,,0.69,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,13,,加藤大輔,セ・横浜,10/2,,14.61,,0.86,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,14,,松本考弘,セ・清瀬,10/4,,14.62,,0.91,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,15,,千葉忠英,セ・天王洲,11/2,,14.71,,0.73,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,16,,倉本貴司,セ・東十条,10/7,,14.72,,0.74,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,17,,佐久間毅慶,セ・新都心,7/9,,14.91,,0.85,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,19,,青木正昭,セ・福生,9/2,,15.63,,0.91,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,20,,松林徹,セ・越谷,7/10,,16.41,,0.75,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,21,,山口一郎,セ・青砥,4/1,,17.01,,0.87,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,22,,岩永真一郎,セ・成城,4/9,,17.45,,0.98,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,23,,本間智浩,セ・志木,8/10,,17.50,,0.81,
No.6,男子,25m自由形,,10.66,11.98,50～54歳,24,,三宅章介,セ・南千住,4/2,,18.23,,0.76,
No.6,男子,25m自由形,,10.74,11.35,45～49歳,1,,秋山朝紀,セ・大森,13/6,,12.18,,0.67,
No.6,男子,25m自由形,,10.74,11.35,45～49歳,2,,宅間健介,セ・天王洲,12/6,,12.97,,0.74,
No.6,男子,25m自由形,,10.74,11.35,45～49歳,3,,北川貴義,セ・阿佐谷,14/9,,13.00,,0.68,
No.6,男子,25m自由形,,10.74,11.35,45～49歳,4,,大作善祥,セ・おおたか,12/4,,13.20,,0.77,
No.6,男子,25m自由形,,10.74,11.35,45～49歳,5,,加地隆史,セ・葛西,13/8,,13.24,,0.67,
No.6,男子,25m自由形,,10.74,11.35,45～49歳,6,,若杉佳宏,セ・阿佐谷,11/9,,13.52,,0.71,
No.6,男子,25m自由形,,10.74,11.35,45～49歳,7,,鈴木礼伊,セ・宇都宮,11/1,,13.93,,0.71,
No.6,男子,25m自由形,,10.74,11.35,45～49歳,8,,佐藤浩一,セ・南千住,6/1,,18.68,,,
No.6,男子,25m自由形,,10.38,11.10,40～44歳,1,,松本光太郎,セ・袖ケ浦,13/4,,12.75,,0.78,
No.6,男子,25m自由形,,10.38,11.10,40～44歳,2,,村上守,セ・成城,14/8,,12.77,,0.71,
No.6,男子,25m自由形,,10.38,11.10,40～44歳,3,,桐谷俊寛,セ・新浦安,12/1,,12.93,,0.70,
No.6,男子,25m自由形,,10.38,11.10,40～44歳,4,,田子晃,セ・自由が丘,10/1,,14.30,,0.73,
No.6,男子,25m自由形,,10.38,11.10,40～44歳,5,,柏木武,セ・上池袋,4/10,,15.72,,0.99,
No.6,男子,25m自由形,,10.38,11.10,40～44歳,6,,清水大輔,セ・桶川北本,7/6,,15.83,,0.83,
No.6,男子,25m自由形,,10.16,11.30,35～39歳,1,,内山皓太,セ・能見台,15/7,,10.73,,0.64,
No.6,男子,25m自由形,,10.16,11.30,35～39歳,2,,小方聡,セ・用賀,15/8,,11.49,,,
No.6,男子,25m自由形,,10.16,11.30,35～39歳,3,,酒井智彬,セ・ときわ台,14/10,,12.72,,0.80,
No.6,男子,25m自由形,,10.16,11.30,35～39歳,4,,佐々木悠介,セ・福島,8/3,,16.47,,1.01,
No.6,男子,25m自由形,,9.94,11.08,30～34歳,1,,板垣義人,セ・トレッサ,15/4,,10.94,,0.62,
No.6,男子,25m自由形,,9.94,11.08,30～34歳,2,,寺田遼太,セ・天王洲,13/3,,13.01,,0.79,
No.6,男子,25m自由形,,9.94,11.08,30～34歳,3,,丹波雅哉,セ・新川崎,9/10,,15.10,,0.97,
No.6,男子,25m自由形,,9.94,11.08,30～34歳,4,,金子奨太郎,セ・南青山,8/8,,15.89,,,
No.6,男子,25m自由形,,9.94,11.08,30～34歳,5,,山田義明,セ・おおたか,5/10,,16.00,,0.88,
No.6,男子,25m自由形,,9.83,10.76,25～29歳,1,,川島由伸,セ・上池袋,15/5,,10.23,,0.67,
No.6,男子,25m自由形,,9.83,10.76,25～29歳,2,,室坂拓真,セ・用賀,15/1,,11.91,,0.67,
No.6,男子,25m自由形,,9.83,10.76,25～29歳,3,,村岡孝義,セ・桶川北本,14/2,,12.48,,0.63,
No.6,男子,25m自由形,,9.83,10.76,25～29歳,4,,和田佳明,セ・二俣川,12/3,,13.28,,0.68,
No.6,男子,25m自由形,,9.83,10.76,25～29歳,5,,竹下翔,セ・長津田,14/7,,13.50,,0.67,
No.6,男子,25m自由形,,9.83,10.76,25～29歳,6,,長尾隆太郎,セ・越谷,9/3,,13.89,,0.71,
No.6,男子,25m自由形,,9.83,10.76,25～29歳,7,,亀井智貴,セ・用賀,10/10,,14.66,,0.82,
No.6,男子,25m自由形,,10.02,10.08,18～24歳,1,,川口皓生,セ・柏,15/6,,11.19,,0.63,
No.6,男子,25m自由形,,10.02,10.08,18～24歳,2,,木村隼人,セ・八王子,15/3,,11.39,,0.60,
No.6,男子,25m自由形,,10.02,10.08,18～24歳,3,,光永喜紀,セ・流山,13/10,,11.47,,0.72,
No.6,男子,25m自由形,,10.02,10.08,18～24歳,4,,青木海斗,セ・用賀,15/10,,11.99,,0.70,
No.6,男子,25m自由形,,10.02,10.08,18～24歳,5,,秋澤裕介,セ・二俣川,14/3,,12.04,,0.68,
No.6,男子,25m自由形,,10.02,10.08,18～24歳,6,,野中海貴,セ・葛西,13/1,,12.38,,0.74,
No.6,男子,25m自由形,,10.02,10.08,18～24歳,7,,藤井登夢,セ・市ヶ尾,12/10,,13.17,,0.75,
No.6,男子,25m自由形,,10.02,10.08,18～24歳,8,,大竹波人,セ・八王子,2/8,,13.88,,0.92,
No.6,男子,25m自由形,,10.02,10.08,18～24歳,9,,髙橋慧,セ・市ヶ尾,11/10,,13.99,,0.76,
No.6,男子,25m自由形,,10.02,10.08,18～24歳,10,,鈴木佑之介,セ・藤沢,9/1,,15.81,,0.81,
No.7,女子,25m背泳ぎ,,21.13,25.72,85～89歳,1,,田中もみぢ,セ・おおたか,6/2,,28.53,,0.76,
No.7,女子,25m背泳ぎ,,21.13,25.72,85～89歳,2,,須山順子,セ・松戸,5/9,,30.34,,0.93,
No.7,女子,25m背泳ぎ,,20.00,22.70,80～84歳,1,,中村敬子,セ・府中,1/6,,26.82,,0.88,
No.7,女子,25m背泳ぎ,,20.00,22.70,80～84歳,2,,田神洋子,セ・トレッサ,1/2,,27.26,,0.81,
No.7,女子,25m背泳ぎ,,20.00,22.70,80～84歳,3,,舘野圭子,セ・用賀,5/7,,29.10,,0.69,
No.7,女子,25m背泳ぎ,,20.00,22.70,80～84歳,4,,浜野操子,セ・流山,2/7,,29.34,,0.74,
No.7,女子,25m背泳ぎ,,20.00,22.70,80～84歳,5,,三浦実恵子,セ・館山,1/3,,29.50,,0.97,
No.7,女子,25m背泳ぎ,,20.00,22.70,80～84歳,6,,岡本靖子,セ・慶應日吉,2/4,,29.58,,0.95,
No.7,女子,25m背泳ぎ,,20.00,22.70,80～84歳,7,,倉元恵子,セ・館山,1/5,,30.00,,1.06,
No.7,女子,25m背泳ぎ,,20.00,22.70,80～84歳,8,,中田和子,セ・越谷,1/9,,30.78,,0.83,
No.7,女子,25m背泳ぎ,,20.00,22.70,80～84歳,9,,大浜南海江,セ・目黒,3/5,,31.95,,1.50,
No.7,女子,25m背泳ぎ,,20.00,22.70,80～84歳,10,,加藤直子,セ・横浜,1/8,,41.28,,0.99,
No.7,女子,25m背泳ぎ,,19.15,22.01,75～79歳,1,,古旗美鈴,セ・上池袋,7/5,,25.39,,0.78,
No.7,女子,25m背泳ぎ,,19.15,22.01,75～79歳,2,,川口栄子,セ・松戸,7/9,,26.29,,0.90,
No.7,女子,25m背泳ぎ,,19.15,22.01,75～79歳,3,,原田早苗,セ・南千住,4/5,,26.63,,1.04,
No.7,女子,25m背泳ぎ,,19.15,22.01,75～79歳,4,,福田加代子,セ・戸塚,6/7,,27.00,,0.84,
No.7,女子,25m背泳ぎ,,19.15,22.01,75～79歳,5,,青木,墨田区体育館,3/8,,27.54,,0.75,
No.7,女子,25m背泳ぎ,,19.15,22.01,75～79歳,6,,田村俊子,セ・館山,3/7,,28.23,,0.87,
No.7,女子,25m背泳ぎ,,19.15,22.01,75～79歳,7,,畔上節子,セ・二俣川,3/6,,28.53,,0.92,
No.7,女子,25m背泳ぎ,,19.15,22.01,75～79歳,8,,太田重代,セ・二俣川,3/3,,28.66,,0.95,
No.7,女子,25m背泳ぎ,,19.15,22.01,75～79歳,9,,大堂光江,セ・二俣川,6/9,,30.29,,0.86,
No.7,女子,25m背泳ぎ,,19.15,22.01,75～79歳,10,,後藤節子,セ・松戸,3/4,,31.00,,0.89,
No.7,女子,25m背泳ぎ,,19.15,22.01,75～79歳,11,,江川加代子,セ・新三郷,3/10,,31.99,,1.66,
No.7,女子,25m背泳ぎ,,19.15,22.01,75～79歳,12,,石村眞理子,セ・新川崎,2/3,,33.60,,0.86,
No.7,女子,25m背泳ぎ,,19.15,22.01,75～79歳,13,,栗原羊子,セ・流山,2/2,,33.64,,0.96,
No.7,女子,25m背泳ぎ,,19.15,22.01,75～79歳,14,,小島律子,セ・谷津,1/7,,35.17,,0.87,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,1,,山本由起子,セ・南千住,9/2,,21.70,,0.73,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,2,,市野克子,セ・大森,7/3,,22.16,,0.73,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,3,,松村恵子,セ・葛西,8/6,,22.29,,0.76,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,4,,水谷裕子,セ・西新井,8/9,,22.42,,0.89,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,5,,舛尾妃呂子,セ・稲毛海岸,7/6,,23.30,,0.84,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,6,,梅田栄己子,セ・天王洲,7/4,,23.53,,0.75,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,7,,近藤ひな子,セ・二俣川,9/10,,23.94,,0.72,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,8,,平山啓子,セ・南青山,6/4,,25.74,,0.89,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,9,,矢島きよえ,CS南行徳,4/4,,25.80,,0.89,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,10,,新井瑞枝,セ・流山,3/2,,26.38,,0.88,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,11,,儀保都志子,セ・成瀬,2/1,,26.44,,0.79,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,12,,松山慶子,セ・二俣川,1/1,,26.76,,0.90,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,13,,大塩郁子,セ・新浦安,5/3,,26.90,,0.87,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,14,,鬼束洋子,セ・天王洲,2/9,,27.26,,0.85,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,15,,畠山眞由美,セ・柏,4/8,,27.53,,0.91,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,16,,宮内佳代子,セ・トレッサ,7/1,,29.17,,0.78,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,17,,友野敬子,セ・館山,1/4,,30.44,,0.74,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,18,,戸倉陽子,セ・慶應日吉,5/1,,31.55,,0.81,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,19,,于亜芝,セ・南千住,4/3,,33.08,,0.96,
No.7,女子,25m背泳ぎ,,18.66,20.09,70～74歳,20,,花田裕子,セ・稲毛海岸,4/7,,44.90,,,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,1,,石田良子,セ・越谷,9/5,,19.99,,0.56,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,2,,酒井香澄,セ・湘南ＬＴ,11/10,,20.70,,0.71,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,3,,綱川香代子,セ・新浦安,9/1,,20.82,,0.71,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,4,,田邊和歌子,セ・横浜,8/4,,21.44,,0.71,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,5,,田代眞理子,セ・成城,9/6,,21.90,,0.65,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,6,,掘口実枝子,セ・トレッサ,7/7,,22.47,,0.75,
